Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Big Shield Gardna (B)	BP02	BigShieldGardna2	Warrior/Effect	Earth	4	100	2600			During either player's turn, when this face-down card (and no other cards) is targeted by a Spell Card: Change this card to face-up Defense Position, and if you do, negate the Spell Card's activation. If this card is attacked, change it to Attack Position at the end of the Damage Step.
Blackwing - Zephyros the Elite (B)	BP02	BlackwingZephyrostheElite2	Winged Beast/Effect	Dark	4	1600	1000			If this card is in your Graveyard: You can return 1 face-up card you control to the hand; Special Summon this card from the Graveyard, and if you do, take 400 damage. Each player can only use the effect of "Blackwing - Zephyros the Elite" once per Duel.
Blizzard Dragon (B)	BP02	BlizzardDragon2	Dragon/Effect	Water	4	1800	1000			Once per turn: You can target 1 monster your opponent controls; it cannot change its battle position or declare an attack until the opponent's next End Phase.
Blockman	BP02	Blockman1	Rock/Effect	Earth	4	1000	1500			You can Tribute this card; Special Summon in Defense Position, a number of "Block Tokens" (Rock-Type/EARTH/Level 4/ATK 1000/DEF 1500) equal to the number of your turns this card has been face-up on your side of the field. These Tokens cannot declare an attack.
Blustering Winds	BP02	BlusteringWinds1	Normal Spell							Target 1 face-up monster you control; it gains 1000 ATK and DEF until your next Standby Phase.
Book of Moon (B)	BP02	BookofMoon2	Quick-Play Spell						A1/T1	Target 1 face-up monster on the field; change that target to face-down Defense Position.
Botanical Lion (B)	BP02	BotanicalLion2	Plant/Effect	Earth	4	1600	2000			This card gains 300 ATK for each face-up Plant-Type monster you control. Control of this face-up card cannot switch.
Brain Crusher	BP02	BrainCrusher1	Insect/Effect	Dark	7	2400	1500			Once per turn, during the End Phase, if this card destroyed an opponent's monster by battle and sent it to the Graveyard this turn while you controlled it: You can target 1 of those destroyed monsters in the Graveyard; Special Summon that target.
Breakthrough Skill	BP02	BreakthroughSkill1	Normal Trap							Target 1 face-up Effect Monster your opponent controls; negate the effects of that opponent's face-up monster, until the end of this turn. During your turn, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard, then target 1 face-up Effect Monster your opponent controls; negate that target's effects until the end of this turn.
Bull Blader	BP02	BullBlader1	Warrior/Effect	Earth	4	1600	1200			When an attack is declared involving this card and an opponent's monster: You can activate this effect; during this battle involving this monster, neither player takes any battle damage, also destroy the opponent's monster after damage calculation.
Call of the Haunted (B)	BP02	CallOfTheHaunted2	Continuous Trap							Activate this card by targeting 1 monster in your Graveyard; Special Summon that target in face-up Attack Position. When this card leaves the field, destroy that target. When that target is destroyed, destroy this card.
Card Guard (B)	BP02	CardGuard2	Fiend/Effect	Dark	4	1600	500			When this card is Normal or Special Summoned: Place 1 Guard Counter on it. This card gains 300 ATK for each Guard Counter on it. Once per turn: You can target 1 other face-up card you control; remove 1 Guard Counter from this card, and if you do, place 1 Guard Counter on that target. If that card would be destroyed, remove 1 Guard Counter from it instead.
Card Trader	BP02	CardTrader1	Continuous Spell							Once per turn, during your Standby Phase: You can shuffle 1 card from your hand into the Deck; draw 1 card.
Card Trooper (B)	BP02	CardTrooper3	Machine/Effect	Earth	3	400	400		A2/T2	Once per turn: You can choose a number from 1 to 3, then send that many cards from the top of your Deck to the Graveyard; this card gains 500 ATK for each card sent to the Graveyard this way, until the End Phase. When this card you control is destroyed and sent to your Graveyard: Draw 1 card.
Cardcar D	BP02	CardcarD1	Machine/Effect	Earth	4	1700	1500			Cannot be Special Summoned. During your Main Phase 1, if this card was Normal Summoned this turn: You can Tribute this card; draw 2 cards, then it becomes the End Phase of this turn. You cannot Special Summon during the turn you activate this effect.
Chaos Hunter	BP02	ChaosHunter1	Fiend/Effect	Dark	7	2500	1600			When your opponent Special Summons a monster (except during the Damage Step): You can discard 1 card; Special Summon this card from your hand. Your opponent cannot banish cards.
Chiron the Mage (B)	BP02	ChirontheMage2	Beast-Warrior/Effect	Earth	4	1800	1000			Once per turn: You can discard 1 Spell Card to target 1 Spell/Trap Card your opponent controls; destroy that target.
Cloning	BP02	Cloning1	Normal Trap							When your opponent Normal or Flip Summons a monster that has a Level: Target that face-up monster; Special Summon 1 "Clone Token", with the same original Type, Attribute, Level, ATK, and DEF as that target. When that target is destroyed and sent to the Graveyard, destroy this Token.
Copycat	BP02	Copycat1	Spellcaster/Effect	Light	1	0	0			When this card is Summoned: Target 1 face-up monster your opponent controls; this card's ATK and DEF become equal to that monster's original ATK and DEF.
Curse of Anubis	BP02	CurseofAnubis1	Normal Trap							Change all Effect Monsters on the field to Defense Position. This turn, the original DEF of those monsters becomes 0, also their battle positions cannot be changed.
Cursed Armaments	BP02	CursedArmaments1	Equip Spell							The equipped monster loses 600 ATK for each monster you control. When this card is sent from the field to the Graveyard: You can target 1 face-up monster your opponent controls; equip it with this card.
Cyber Dragon (B)	BP02	CyberDragon3	Machine/Effect	Light	5	2100	1600			If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand).
Cyber Jar (B)	BP02	CyberJar2	Rock/Effect	Dark	3	900	900		A0/T1	FLIP: Destroy all monsters on the field, then both players reveal the top 5 cards from their Decks and Special Summon all revealed Level 4 or lower monsters in face-up Attack Position or face-down Defense Position, and add any remaining cards to their hand. (If either player has less than 5 cards in their Deck, reveal as many as possible.)
Cyber Valley (B)	BP02	CyberValley4	Machine/Effect	Light	1	0	0			You can use 1 of these effects. *When this card is targeted for an attack by an opponent's monster: You can banish this card; draw 1 card, then end the Battle Phase. *You can target 1 face-up monster you control and this card; banish both that target and this card, then draw 2 cards. *You can target 1 card in your Graveyard; banish this card and 1 card from your hand, then place that target on top of the Deck.
D.D. Assailant (B)	BP02	DDAssailant2	Warrior/Effect	Earth	4	1700	1600			When this card is destroyed by battle with an opponent's monster: Banish that monster, also banish this card.
D.D. Warrior Lady	BP02	DDWarriorLady2	Warrior/Effect	Light	4	1500	1600			After damage calculation, when this card battles an opponent's monster: You can banish that monster, also banish this card.
Damage Gate (B)	BP02	DamageGate2	Normal Trap							When you take Battle Damage: Target 1 monster in your Graveyard with ATK less than or equal to the amount of damage you took; Special Summon that target.
Dandylion	BP02	Dandylion3	Plant/Effect	Earth	3	300	300		A1/T1	When this card is sent to the Graveyard: Special Summon 2 "Fluff Tokens" (Plant-Type/WIND/Level 1/ATK 0/DEF 0) in Defense Position. These Tokens cannot be Tributed for a Tribute Summon during the turn they are Special Summoned.
Dark Magician of Chaos (B)	BP02	DarkMagicianofChaos2	Spellcaster/Effect	Dark	8	2800	2600		A0/T1	When this card is Normal or Special Summoned: You can target 1 Spell Card in your Graveyard; add that target to your hand. Banish any monster destroyed by battle with this card. If this face-up card would leave the field, banish it instead.
Dark Resonator (B)	BP02	DarkResonator2	Fiend/Tuner/Effect	Dark	3	1300	300			Once per turn, this card cannot be destroyed by battle.
Dark Valkyria (B)	BP02	DarkValkyria2	Fairy/Gemini/Effect	Dark	4	1800	1050			This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it become an Effect Monster with this effect. *Once, while this is face-up on the field: You can place 1 Spell Counter on it. This card gains 300 ATK for each Spell Counter on it. You can remove 1 Spell Counter from this card to target 1 monster on the field; destroy that target.
Darklord Desire	BP02	DarklordDesire2	Fairy/Effect	Dark	10	3000	2800			Cannot be Special Summoned. You can Tribute Summon this card by Tributing 1 Fairy-Type monster. Once per turn: You can target 1 monster your opponent controls; this card loses exactly 1000 ATK, and if it does, send that target to the Graveyard.
Darklord Zerato	BP02	DarklordZerato2	Fairy/Effect	Dark	8	2800	2300			If you have 4 or more DARK monsters with different names in your Graveyard, you can Tribute Summon this card by Tributing 1 DARK monster. You can send 1 DARK monster from your hand to the Graveyard; destroy all monsters your opponent controls. During the End Phase, if this card activated this effect this turn: Destroy this card.
Des Mosquito (B)	BP02	DesMosquito2	Insect/Effect	Dark	3	500	500			When this card is Normal or Special Summoned: Place 2 counters on it. It gains 500 ATK for each of these counters. If this card would be destroyed by battle, remove 1 of these counters instead.
Dimension Gate	BP02	DimensionGate1	Continuous Trap							When this card is activated: Target 1 monster you control; banish that target face-up. When an opponent's monster declares a direct attack: You can send this face-up card on the field to the Graveyard. If this card is sent to the Graveyard: You can Special Summon the monster banished by this card's effect.
Dododo Bot	BP02	DododoBot1	Machine/Effect	Earth	4	1800	1900			Cannot be Normal Summoned (but can be Normal Set). If this card attacks, it is unaffected by other card effects until the end of the Damage Step.
Doomcaliber Knight (B)	BP02	DoomcaliberKnight2	Fiend/Effect	Dark	4	1900	1800			Cannot be Special Summoned. During either player's turn, when a monster effect is activated: Tribute this face-up card; negate the activation, and if you do, destroy that monster.
Dragon Ice	BP02	DragonIce1	Dragon/Effect	Water	5	1800	2200			When your opponent Special Summons a monster (except during the Damage Step): You can discard 1 card; Special Summon this card from your hand or Graveyard. There can only be 1 "Dragon Ice" on the field.
Draining Shield	BP02	DrainingShield2	Normal Trap							When an opponent's monster declares an attack: Target the attacking monster; negate that attack, and if you do, gain Life Points equal to that target's ATK.
Drillroid (B)	BP02	Drillroid2	Machine/Effect	Earth	4	1600	1600			Before damage calculation, if this card attacks a Defense Position monster: Destroy that monster.
Earthquake	BP02	Earthquake1	Normal Spell							Change all face-up monsters on the field to Defense Position.
Ego Boost (B)	BP02	EgoBoost2	Quick-Play Spell							When a monster declares an attack: Target 1 face-up monster on the field; it gains 1000 ATK until the end of the Battle Phase.
Embodiment of Apophis	BP02	EmbodimentofApophis2	Continuous Trap							During either player's Main Phase: Special Summon this card as a Normal Monster (Reptile-Type/EARTH/Level 4/ATK 1600/DEF 1800). (This card is also still a Trap Card.)
Enemy Controller (B)	BP02	EnemyController4	Quick-Play Spell							Activate 1 of these effects. *Target 1 face-up monster your opponent controls; change that target's battle position. *Tribute 1 monster, then target 1 face-up monster your opponent controls; take control of that target until the End Phase.
Evil HERO Malicious Edge	BP02	EvilHEROMaliciousEdge2	Fiend/Effect	Earth	7	2600	1800			If your opponent controls a monster, you can Tribute Summon this card with 1 Tribute. If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent.
Evocator Chevalier	BP02	EvocatorChevalier1	Warrior/Gemini	Fire	4	1900	900			This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it become an Effect Monster with this effect. *You can send 1 face-up Equip Card you control to the Graveyard, then target 1 card your opponent controls; destroy that target.
Exarion Universe (B)	BP02	ExarionUniverse2	Beast-Warrior/Effect	Dark	4	1800	1900			During your Battle Step, if this card attacks a Defense Position monster: You can have it lose 400 ATK, but it will inflict piercing Battle Damage to your opponent. These effects lasts until the End Phase.
Exodius the Ultimate Forbidden Lord	BP02	ExodiustheUltimateForbiddenLord1	Spellcaster/Effect	Dark	10	?	0			Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by shuffling all monsters in your Graveyard into the Deck, and cannot be Special Summoned by other ways. When this card declares an attack: Send 1 monster from your hand or Deck to the Graveyard. This card gains 1000 ATK for each Normal Monster in your Graveyard. If this face-up card would leave the field, banish it instead. If there are 5 different "Forbidden One" cards in your Graveyard that were sent there by this card's effect, you win the Duel.
Fiend's Sanctuary (B)	BP02	FiendsSanctuary2	Normal Spell							Special Summon 1 "Metal Fiend Token" (Fiend-Type/DARK/Level 1/ATK 0/DEF 0). It cannot attack. Your opponent takes any battle damage you would have taken from battles involving it. During each of your Standby Phases, pay 1000 Life Points or destroy this Token.
Fighting Spirit (B)	BP02	FightingSpirit2	Equip Spell							The equipped monster gains 300 ATK for each monster your opponent controls. If it would be destroyed by battle, you can destroy this card instead.
Flame Tiger	BP02	FlameTiger1	Beast/Effect	Fire	4	1800	0			During your Draw Phase, if this card is in your Graveyard, and you control no monsters, instead of conducting your normal draw: You can Special Summon this card from the Graveyard. If this card is Special Summoned with this effect, banish it when it leaves the field.
Forbidden Chalice (B)	BP02	ForbiddenChalice2	Quick-Play Spell							Target 1 face-up monster on the field; until the End Phase, it gains 400 ATK, but its effects are negated.
Forbidden Dress	BP02	ForbiddenDress1	Quick-Play Spell							Target 1 face-up monster on the field; until the End Phase, that target loses 600 ATK, but it cannot be targeted or destroyed by other card effects.
Forbidden Lance (B)	BP02	ForbiddenLance2	Quick-Play Spell							Target 1 face-up monster on the field; until the End Phase, it loses 800 ATK, but is unaffected by the effects of other Spell/Trap Cards.
Fortress Warrior (B)	BP02	FortressWarrior2	Warrior/Effect	Earth	2	600	1200			You take no Battle Damage from battles involving this card. Once per turn, this card cannot be destroyed by battle.
Frostosaurus	BP02	Frostosaurus1	Dinosaur	Water	6	2600	1700			This monster's metabolism enables it to endure long periods of cold, harnessing the power to become a creature of solid ice! Nothing else can withstand such temperatures, especially victims of its glacial rampage.
Full-Force Strike	BP02	FullForceStrike1	Normal Spell							Target 1 face-up monster you control; this turn, it cannot be destroyed by battle, players take no battle damage from its attacks, and if it attacks an opponent's monster, destroy that opponent's monster after damage calculation.
Gagaga Gardna	BP02	GagagaGardna1	Warrior/Effect	Earth	4	1500	2000			When an opponent's monster declares a direct attack: You can Special Summon this card from your hand. When this face-up card is targeted for an attack: You can discard 1 card; this card cannot be destroyed by that battle.
Gene-Warped Warwolf (B)	BP02	GeneWarpedWarwolf2	Beast-Warrior	Earth	4	2000	100			This warwolf was given incalculable strength through horrific genetic manipulation. Its gentle nature was completely wiped out, and it now lives only to unleash destruction.
Gilasaurus (B)	BP02	Gilasaurus2	Dinosaur/Effect	Earth	3	1400	400			You can Special Summon this card (from your hand). When you do: Your opponent can target 1 monster in their Graveyard; your opponent Special Summons that target to their side of the field.
Goblin Attack Force (B)	BP02	GoblinAttackForce2	Warrior/Effect	Earth	4	2300	0			If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.
Goblin Elite Attack Force (B)	BP02	GoblinEliteAttackForce2	Fiend/Effect	Earth	4	2200	1500			If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.
Gogogo Golem (B)	BP02	GogogoGolem2	Rock/Effect	Earth	4	1800	1500			Once per turn, this face-up Defense Position card cannot be destroyed by battle.
Graceful Charity (B)	BP02	GracefulCharity2	Normal Spell						A0/T1	Draw 3 cards, then discard 2 cards.
Gravity Axe - Grarl	BP02	GravityAxeGrarl2	Equip Spell							The equipped monster gains 500 ATK. Monsters your opponent controls cannot change their battle positions.
Guardian Angel Joan	BP02	GuardianAngelJoan1	Fairy/Effect	Light	7	2800	2000			When this card destroys a monster by battle and sends it to the Graveyard: Gain Life Points equal to the original ATK of that destroyed monster in the Graveyard.
Gyroid (B)	BP02	Gyroid2	Machine/Effect	Wind	3	1000	1000			Once per turn, this card cannot be destroyed by battle.
Half Counter	BP02	HalfCounter1	Normal Trap							During damage calculation, if a monster you control is being attacked: Target that monster you control; that target gains ATK equal to half the original ATK of the attacking monster, until the End Phase.
Half or Nothing (B)	BP02	HalforNothing2	Normal Trap							During your opponent's Battle Phase (expect during the Damage Step): Your opponent chooses 1 of these effects. *Halve the ATK of all monsters they currently control, until the end of the Battle Phase. *End the Battle Phase.
Half Shut	BP02	HalfShut1	Quick-Play Spell							Target 1 face-up monster on the field; it cannot be destroyed by battle this turn, but its ATK is halved until the End Phase.
Hedge Guard (B)	BP02	HedgeGuard2	Plant/Effect	Earth	3	0	2100			During damage calculation, in either player's turn: You can send this card from your hand to the Graveyard; halve the ATK of a monster you control until the End Phase, but that monster cannot be destroyed by this battle.
Helping Robo for Combat (B)	BP02	HelpingRoboForCombat2	Machine/Effect	Light	4	1600	0			When this card destroys an opponent's monster by battle: Draw 1 card, then return 1 card from your hand to the bottom of the Deck.
Herald of Creation	BP02	HeraldofCreation1	Spellcaster/Effect	Light	4	1800	600			Once per turn: You can discard 1 card, then target 1 Level 7 or higher monster in your Graveyard; add that target to your hand.
Horn of the Unicorn (B)	BP02	HornoftheUnicorn2	Equip Spell							The equipped monster gains 700 ATK and DEF. When this card is sent from the field to the Graveyard: Return it to the top of the Deck.
Hyper Hammerhead (B)	BP02	HyperHammerhead2	Dinosaur/Effect	Earth	4	1500	1200			At the end of the Damage Step, if an opponent's monster that battled this monster is not destroyed: Return that opponent's monster to the hand.
Hyper-Ancient Shark Megalodon	BP02	HyperAncientSharkMegalodon1	Fish/Effect	Water	8	2900	1300			When this card inflicts battle damage to your opponent: You can target 1 monster your opponent controls; destroy that target.
Impenetrable Attack	BP02	ImpenetrableAttack1	Normal Trap							During the Battle Phase, activate 1 of these effects. *Target 1 monster on the field; it cannot be destroyed by battle or by card effects during this Battle Phase. *You take no battle damage during this Battle Phase.
Injection Fairy Lily (B)	BP02	InjectionFairyLily2	Spellcaster/Effect	Earth	3	400	1500			If this card attacks or is attacked, during damage calculation (in either player's turn): You can pay 2000 Life Points once per battle; this card gains 3000 ATK during that damage calculation only.
Interplanetarypurplythorny Dragon	BP02	InterplanetarypurplythornyDragon1	Dragon/Effect	Dark	5	2200	1100			If a monster you control is destroyed by battle or by card effect and sent to the Graveyard: You can Special Summon this card from your hand.
Jurrac Titano	BP02	JurracTitano1	Dinosaur/Effect	Fire	9	3000	2800			Cannot be Special Summoned. Cannot be targeted by Trap or monster effects. Once per turn: You can banish 1 "Jurrac" monster with 1700 or less ATK from your Graveyard; this card gains 1000 ATK until the End Phase.
Krebons (B)	BP02	Krebons2	Psychic/Tuner/Effect	Dark	2	1200	400			When this card is targeted for an attack: You can pay 800 Life Points; negate the attack.
Kunai with Chain (B)	BP02	KunaiwithChain2	Normal Trap							Activate 1 or both of these effects (simultaneously). *When an opponent's monster attacks: Target the attacking monster; change that target to Defense Position. *Target 1 face-up monster you control; equip this card to that target. It gains 500 ATK.
Kycoo the Ghost Destroyer	BP02	KycootheGhostDestroyer2	Spellcaster/Effect	Dark	4	1800	700			When this card inflicts Battle Damage to your opponent: You can target up to 2 monsters in their Graveyard; banish those targets. Your opponent cannot banish cards from either player's Graveyard.
Labyrinth of Nightmare	BP02	LabyrinthofNightmare1	Continuous Trap							Once per turn, during each player's End Phase: Change the battle positions of all face-up monsters the turn player controls.
Little-Winguard	BP02	LittleWinguard1	Warrior/Effect	Wind	4	1400	1800			Once per turn, during your End Phase: You can change the battle position of this card.
Luster Dragon (B)	BP02	LusterDragon12	Dragon	Wind	4	1900	1600			A very beautiful dragon covered with sapphire. It does not like fights, but has incredibly high attack power.
Machine Lord Ur	BP02	MachineLordUr1	Machine/Effect	Earth	4	1600	1500			This card can attack all monsters your opponent controls once each. If this card attacks or is attacked, your opponent takes no battle damage.
Magical Arm Shield	BP02	MagicalArmShield2	Normal Trap							When your opponent declares an attack while you control a monster: Target 1 face-up monster your opponent controls, except the attacking monster; take control of that target until the end of the Battle Phase, and if you do, it is attacked instead.
Magician of Faith	BP02	MagicianofFaith1	Spellcaster/Effect	Light	1	300	400		A0/T1	FLIP: Target 1 Spell Card in your Graveyard; add that target to your hand.
Maha Vailo	BP02	MahaVailo1	Spellcaster/Effect	Light	4	1550	1400			This card gains 500 ATK for each Equip Card equipped to this card.
Malevolent Nuzzler	BP02	MalevolentNuzzler1	Equip Spell							The equipped monster gains 700 ATK. When this card is sent from the field to the Graveyard: You can pay 500 Life Points; return this card to the top of the Deck.
Mask of Weakness	BP02	MaskofWeakness1	Normal Trap							Target 1 attacking monster; that target loses 700 ATK until the End Phase.
Mataza the Zapper	BP02	MatazatheZapper1	Warrior/Effect	Dark	3	1300	800			This card can make a second attack during each Battle Phase. Control of this face-up card on the field cannot switch.
Mausoleum of the Emperor	BP02	MausoleumoftheEmperor1	Field Spell							During either player's Main Phase: The turn player can pay 1000 Life Points x the number of monsters normally needed for the Tribute Summon of a monster (max. 2000); that player Normal Summons/Sets that monster without Tributing. (This is their one Normal Summon/Set for that turn. This is not a Tribute Summon.)
Mecha Phantom Beast Hamstrat	BP02	MechaPhantomBeastHamstrat1	Machine/Effect	Wind	3	1100	1600			When this card is flipped face-up: Special Summon 2 "Mecha Phantom Beast Tokens" (Machine-Type/WIND/Level 3/ATK 0/DEF 0). This card's Level is increased by the total Levels of all "Mecha Phantom Beast Tokens" you control. While you control a Token, this card cannot be destroyed by battle or card effects. You can Tribute 1 Token, then target 1 "Mecha Phantom Beast" monster in your Graveyard; Special Summon that target. You can only use this effect of "Mecha Phantom Beast Hamstrat" once per turn.
Memory of an Adversary	BP02	MemoryofanAdversary1	Normal Trap							When an opponent's monster declares an attack: You take damage equal to the attacking monster's ATK, and if you do, banish that monster. During the End Phase of your opponent's next turn, Special Summon that monster to your side of the field.
Mermail Abyssmegalo	BP02	MermailAbyssmegalo1	Sea Serpent/Effect	Water	7	2400	1900			You can discard 2 other WATER monsters to the Graveyard; Special Summon this card from your hand. When you do: You can add 1 "Abyss-" Spell/Trap Card from your Deck to your hand. You can Tribute 1 other face-up Attack Position WATER monster; this card can make a second attack during each Battle Phase this turn.
Metal Reflect Slime (B)	BP02	MetalReflectSlime2	Continuous Trap							Special Summon this card in Defense Position as an Effect Monster (Aqua-Type/WATER/Level 10/ATK 0/DEF 3000). (This card is also still a Trap Card.) This card cannot attack.
Metalmorph	BP02	Metalmorph1	Continuous Trap							Target 1 face-up monster on the field; equip this card to that target. It gains 300 ATK and DEF. If it attacks, it gains ATK equal to half the ATK of the attack target, during damage calculation only.
Miniaturize	BP02	Miniaturize1	Continuous Trap							Activate this card by targeting 1 face-up monster on the field with more than 1000 original ATK that has a Level; its Level is reduced by 1, also it loses 1000 ATK. When that monster leaves the field, destroy this card.
Miracle Locus	BP02	MiracleLocus1	Normal Trap							Target 1 face-up Attack Position monster you control; your opponent draws 1 card, also that monster gains 1000 ATK until the End Phase, and if it does, it can attack up to 2 monsters during each Battle Phase this turn. If it attacks or is attacked this turn, your opponent takes no battle damage from that attack.
Miracle's Wake (B)	BP02	MiraclesWake2	Normal Trap							Target 1 monster that was destroyed by battle and sent to your Graveyard this turn; Special Summon it from your Graveyard.
Mirage Dragon	BP02	MirageDragon1	Dragon/Effect	Light	4	1600	600			Your opponent cannot activate Trap Cards during the Battle Phase.
Mirror Wall	BP02	MirrorWall1	Continuous Trap							Each of your opponent's monsters that conducted an attack while this card was face-up on the field has its ATK halved as long as this card remains on the field. During each of your Standby Phases, pay 2000 Life Points or destroy this card.
Monster Reborn	BP02	MonsterReborn3	Normal Spell						A1/T1	Target 1 monster in either player's Graveyard; Special Summon it.
Mosaic Manticore	BP02	MosaicManticore1	Beast/Effect	Earth	8	2800	2500			During the Standby Phase of your next turn after you Tribute Summoned this face-up card on the field: Special Summon, from the Graveyard, as many monster(s) as possible that were used for its Tribute Summon. They cannot declare an attack, and their effects are negated.
Mythical Beast Cerberus	BP02	MythicalBeastCerberus1	Spellcaster/Effect	Light	4	1400	1400			Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves. This card gains 500 ATK for each Spell Counter on it. If this card attacks or is attacked, remove all Spell Counters from it at the end of the Battle Phase.
Necro Gardna	BP02	NecroGardna2	Warrior/Effect	Dark	3	600	1300			During your opponent's turn: You can banish this card from your Graveyard; negate the next attack this turn from a monster your opponent controls (this is a Quick Effect).
Needle Sunfish	BP02	NeedleSunfish1	Fish/Effect	Water	3	1500	100			When this card is sent to the Graveyard: Target 1 face-up monster your opponent controls; that target loses 500 ATK.
Nightmare's Steelcage	BP02	NightmaresSteelcage1	Normal Spell							This card remains on the field for 2 of your opponent's turns. While this card is face-up on the field, no monsters can attack.
Ninja Grandmaster Sasuke	BP02	NinjaGrandmasterSasuke1	Warrior/Effect	Light	4	1800	1000			If this card attacks a face-up Defense Position monster, destroy the monster with this card's effect without applying damage calculation.
No Entry	BP02	NoEntry1	Normal Trap							Change all Attack Position monsters to Defense Position.
Obelisk the Tormentor (B)	BP02	ObelisktheTormentor3	Divine-Beast/Effect	Divine	10	4000	4000			Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, cards and effects cannot be activated. Cannot be targeted by Spells, Traps, or card effects. During the End Phase, if this card was Special Summoned: Send it to the Graveyard. You can Tribute 2 monsters; destroy all monsters your opponent controls. This card cannot declare an attack the turn this effect is activated.
Oracle of the Sun	BP02	OracleoftheSun1	Spellcaster/Effect	Light	5	1000	2000			If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand). When this card on the field is destroyed and sent to the Graveyard: You can add 1 "Fire Ant Ascator" or "Supay" from your Deck to your hand.
Overworked	BP02	Overworked1	Normal Trap							Destroy each monster whose ATK is higher than its original ATK.
Phantom Dragon	BP02	PhantomDragon1	Dragon/Effect	Light	8	2300	2200			When your opponent Special Summons a monster (except during the Damage Step): You can Special Summon this card from your hand. 2 of your Monster Card Zones cannot be used.
Photon Sanctuary	BP02	PhotonSanctuary1	Normal Spell							Special Summon 2 "Photon Tokens" (Thunder-Type/LIGHT/Level 4/ATK 2000/DEF 0) in Defense Position. These Tokens cannot attack or be used as Synchro Material Monsters. You cannot Summon other monsters the turn you activate this card, except for LIGHT monsters.
Photon Thrasher	BP02	PhotonThrasher1	Warrior/Effect	Light	4	2100	0			Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) while you control no monsters. If you control another monster, this card cannot attack.
Photon Wyvern	BP02	PhotonWyvern1	Dragon/Effect	Light	7	2500	2000			When this card is Normal or Flip Summoned: Destroy all Set cards your opponent controls.
Pitch-Black Warwolf (B)	BP02	PitchBlackWarwolf2	Beast-Warrior/Effect	Dark	4	1600	600			Your opponent cannot activate Trap Cards during the Battle Phase.
Plaguespreader Zombie	BP02	PlaguespreaderZombie2	Zombie/Tuner/Effect	Dark	2	400	200		A1/T1	You can return 1 card from your hand to the top of the Deck; Special Summon this card from your Graveyard. If you do, banish this card when it leaves the field.
Pot of Duality (B)	BP02	PotofDuality3	Normal Spell						A2/T2	Reveal the top 3 cards of your Deck, add 1 of them to your hand, then shuffle the rest back into your Deck. You can only activate 1 "Pot of Duality" per turn. You cannot Special Summon a monster(s) during the turn you activate this card.
Pot of Greed (B)	BP02	PotofGreed2	Normal Spell						A0/T1	Draw 2 cards.
Power Frame (B)	BP02	PowerFrame2	Normal Trap							When a face-up monster you control is targeted for an attack by a monster with a higher ATK: Target the attack target; negate that attack, and if you do, equip this card to that target. The equipped monster gains ATK equal to the difference between its ATK and the ATK of its attacker when this card resolves.
Power Giant (B)	BP02	PowerGiant2	Rock/Effect	Earth	6	2200	0			You can Special Summon this card (from your hand) by sending 1 Level 4 or lower monster from your hand to the Graveyard. If you do, decrease this card's Level by the Level of that monster. If this card attacks or is attacked, until the end of the Damage Step any effect damage you take becomes 0.
Premature Burial (B)	BP02	PrematureBurial2	Equip Spell						A0/T1	Pay 800 Life Points to target 1 monster in your Graveyard; Special Summon that target in face-up Attack Position and equip it with this card. When this card is destroyed, destroy the equipped monster.
Prideful Roar (B)	BP02	PridefulRoar2	Normal Trap							During damage calculation, if your monster battles an opponent's monster with a higher ATK: Pay Life Points equal to the difference in ATK; your monster gains ATK equal to that difference +300, during damage calculation only.
Pyrotech Mech - Shiryu	BP02	PyrotechMechShiryu1	Pyro/Effect	Fire	8	2900	1800			You can Normal Summon this card with 1 Tribute. If you do, during each End Phase: You take 1000 damage. If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent.
Reasoning	BP02	Reasoning1	Normal Spell						A2/T2	Your opponent declares a monster Level. Reveal cards from the top of your Deck until you reveal a monster that can be Normal Summoned. If that monster is the same Level as the one declared by your opponent, send all revealed cards to the Graveyard. If not, Special Summon the revealed monster, also send the remaining cards to the Graveyard.
Reckless Greed (B)	BP02	RecklessGreed2	Normal Trap							Draw 2 cards and skip your next 2 Draw Phases.
Reptilianne Rage	BP02	ReptilianneRage1	Equip Spell							The equipped monster is treated as Reptile-Type. It gains 800 ATK. When this card is destroyed and sent to the Graveyard: Target 1 face-up monster your opponent controls; it loses 800 ATK.
