Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Wattcastle	STBL	Wattcastle	Field Spell							Any monster that attacks a "Watt" monster loses 1000 ATK after damage calculation.
Wattdragonfly	STBL	Wattdragonfly	Thunder/Effect	Light	2	900	100			If this card is destroyed by your opponent's card (either by battle or by card effect), you can Special Summon 1 "Watt" monster from your Deck.
Watthopper	STBL	Watthopper	Thunder/Effect	Light	1	0	0			Your opponent cannot select another face-up "Watt" monster on the field as an attack target, or target them with card effects.
Wattjustment	STBL	Wattjustment	Equip Spell							Equip only to a Level 3 or lower Thunder-Type monster. It gains 800 ATK and its effects are negated. Each time it inflicts Battle Damage to your opponent, draw 1 card.
Wattkeeper	STBL	Wattkeeper	Normal Trap							Select 1 Level 4 or lower "Watt" monster in your Graveyard. Special Summon that monster from the Graveyard. Destroy it during the End Phase.
Wattkiwi	STBL	Wattkiwi	Thunder/Tuner	Light	3	600	100			Watt monsters you control cannot be destroyed by battle while they are attacking.
Wattsquirrel	STBL	Wattsquirrel	Thunder/Effect	Light	3	700	100			This card can attack twice during each Battle Phase. If this card battles, negate the effects of the monster it battled after damage calculation (including in the Graveyard).
White Elephant's Gift	STBL	WhiteElephantsGift	Normal Spell							Send 1 face-up non-Effect monster you control to the Graveyard to draw 2 cards.
Wightmare	STBL	Wightmare	Zombie/Effect	Dark	1	300	200			While it is in the Graveyard, this card's name is treated as "Skull Servant". You can discard this card to activate 1 of the following effects:  Select 1 of your removed from play "Skull Servant" or "Wightmare", and return it to your Graveyard OR Select 1 of your removed from play "The Lady in Wight" or "King of the Skull Servants", and Special Summon it.
Asceticism of the Six Samurai	STOR	AsceticismoftheSixSamurai	Quick-Play Spell							Select 1 face-up "Six Samurai" monster you control. Special Summon 1 "Six Samurai" monster from your Deck with a different name but equal ATK to the selected monster. During the End Phase of this turn, destroy the selected monster.
Atomic Scrap Dragon	STOR	AtomicScrapDragon	Dragon/Synchro/Effect	Earth	10	3200	2400			1 "Scrap" Tuner + 2 or more non-Tuner Monsters. Once per turn, you can select 1 card you control and up to 3 cards in your opponent's Graveyard. Destroy your selected card and return the opponent's cards you selected to the Deck. When this card is destroyed by your opponent's card (either by battle or by card effect) and sent to the Graveyard, select 1 non-Synchro "Scrap" monster from your Graveyard. and Special Summon it.
Barrier Resonator	STOR	BarrierResonator	Fiend/Tuner	Light	1	300	800			During either player's turn, you can send this card from your hand to the Graveyard to select 1 face-up Tuner monster you control. This turn, that monster cannot be destroyed by battle, and you take no Battle Damage from battles involving it.
Blackboost	STOR	Blackboost	Normal Trap							Remove from play 2 face-up "Blackwing" Tuner monsters you control to draw 2 cards.
Blackwing - Boreas the Sharp	STOR	BlackwingBoreastheSharp1	Winged Beast/Effect	Dark	5	1300	900			You can remove from play this card from your Graveyard to select 1 face-up "Blackwing" monster you control. If that monster attacks this turn, you take no Battle Damage from that battle, it is not destroyed by that battle, and you destroy the opponent's monster that it battled, after damage calculation.
Blackwing - Brisote the Tailwind	STOR	BlackwingBrisotetheTailwind	Winged Beast/Effect	Dark	5	1200	1800			If 2 or more face-up "Blackwing" monsters you control are destroyed in the same turn, you can Special Summon this card from your hand. If this card is sent to the Graveyard as a Synchro Material Monster, you gain 600 Life Points.
Blackwing - Calima the Haze	STOR	BlackwingCalimatheHaze	Winged Beast/Effect	Dark	4	600	1800			During your opponent's Battle Phase, if you control no monsters, you can remove from play this card from the Graveyard to select 1 Synchro Monster in your Graveyard, and Special Summon it. It is removed from play at the end of the Battle Phase.
Blood Sucker	STOR	BloodSucker	Zombie/Effect	Dark	4	1300	1500			When this card inflicts Battle Damage to your opponent, send the top card of your opponent's Deck to the Graveyard.
Cosmic Compass	STOR	CosmicCompass	Machine/Effect	Earth	1	100	300			When this card is Normal Summoned, you can Special Summon a number of "Compass Tokens" (Machine-Type/EARTH/Level 1/ATK 0/DEF 0) up to the number of monsters your opponent controls.
Cyber Shield	STOR	CyberShield	Equip Spell							Equip only to "Harpie Lady" or "Harpie Lady Sisters". It gains 500 ATK.
D. D. Sprite	STOR	DDSprite1	Fairy/Tuner	Light	1	0	100			You can Special Summon this card from your hand by removing from play 1 face-up monster you control. If you do, return the removed from play monster to the field during the next Standby Phase.
Divine Relic Mjollnir	STOR	DivineRelicMjollnir	Normal Trap							Select 1 face-up "Aesir" monster you control. It can attack twice during each Battle Phase this turn.
Divine Wind of Mist Valley	STOR	DivineWindofMistValley	Field Spell							Once per turn, if a face-up WIND monster you control returns to the hand, you can Special Summon 1 Level 4 or lower WIND monster from your Deck.
Doppelwarrior	STOR	Doppelwarrior1	Warrior/Effect	Dark	2	800	800			When a monster is Special Summoned from your Graveyard, you can Special Summon this card from your hand. If this card is sent to the Graveyard as a Synchro Material Monster, you can Special Summon 2 "Doppel Tokens" (Warrior-Type/DARK/Level 1/ATK 400/DEF 400) in Attack Position.
Dverg of the Nordic Alfar	STOR	DvergoftheNordicAlfar	Warrior/Effect	Earth	1	100	1000			During the turn this card is Normal Summoned, you can Normal Summon 1 "Nordic" monster in addition to your Normal Summon or Set. (You can only gain this effect once per turn.) When this face-up card on the field is sent to the Graveyard, select 1 "Nordic Relic" card in your Graveyard, and add it to your hand.
Elemental HERO Ice Edge	STOR	ElementalHeroIceEdge	Warrior/Effect	Water	3	800	900			When this card inflicts Battle Damage to your opponent by a direct attack, you can select 1 Set card in your opponent's Spell and Trap Card Zone, and destroy it. Once per turn, during your Main Phase 1, you can discard 1 card to allow this card to attack your opponent directly this turn.
Foolish Return	STOR	FoolishReturn	Quick-Play Spell							Select 1 card in your opponent's Graveyard. Return it to the Deck.
Garmr of the Nordic Beasts	STOR	GarmroftheNordicBeasts	Beast/Effect	Dark	4	800	1900			If this card battles a Level 4 or lower monster, you can return that monster to the hand after damage calculation.
Gleipnir, the Fetters of Fenrir	STOR	GleipnirtheFettersofFenrir	Normal Trap							Add 1 "Nordic" monster from your Deck to your hand.
Gotterdammerung	STOR	Gotterdammerung	Normal Spell							Select 1 face-up "Aesir" monster you control. Give control of that monster to your opponent. During your opponent's next End Phase, destroy the selected monster and remove from play all cards your opponent controls.
Guldfaxe of the Nordic Beasts	STOR	GuldfaxeoftheNordicBeasts1	Beast/Tuner	Light	4	1600	1000			If your opponent controls a face-up Synchro Monster and you control no monsters, you can Special Summon this card from your hand.
Hope for Escape	STOR	HopeforEscape	Normal Trap							Activate only if your opponent's Life Points are at least 1000 higher than yours. Pay 1000 Life Points. Draw 1 card for every 2000 points difference between your Life Points and your opponent's.
Hourglass of Courage	STOR	HourglassofCourage	Fairy/Effect	Light	4	1100	1200			If this card is Normal or Flip Summoned, its original ATK and DEF are halved until the End Phase of your next turn. After that, the original ATK and DEF are doubled.
Kagemusha of the Six Samurai	STOR	KagemushaoftheSixSamurai	Warrior/Tuner	Earth	2	400	1800			When (exactly) 1 face-up "Six Samurai" monster you control is targeted by a Spell Card, Trap Card, Spell/Trap effect, or Effect Monster's effect, you can change the target to this face-up card on the field, instead.
Karakuri Cash Cache	STOR	KarakuriCashCache	Normal Spell							Select 1 face-up "Karakuri" monster you control. Add 1 Level 4 or lower "Karakuri" monster from your Deck to your hand and change the battle position of the selected monster.
Karakuri Gold Dust	STOR	KarakuriGoldDust	Quick-Play Spell							Activate only during the Battle Phase. Select 2 face-up "Karakuri" monsters in Attack Position. Change 1 of the selected monsters to Defense Position, and the other gains ATK equal to the ATK of the monster changed to Defense Position, until the End Phase.
Karakuri Muso mdl 818 "Haipa"	STOR	KarakuriMusomdl818Haipa	Machine/Effect	Earth	4	2100	1100			This card must attack if able. When this face-up Attack Position card is selected as an attack target, change it to Defense Position. If this card attacks, change it to Defense Position at the end of the Battle Phase.
Karakuri Ninja mdl 919 "Kuick"	STOR	KarakuriNinjamdl919Kuick	Machine/Effect	Earth	4	1700	1500			This card must attack if able. When this face-up card is selected as an attack target, change its battle position. When this card destroys an opponent's monster by battle and sends it to the Graveyard, select 1 Level 4 or lower "Karakuri" monster in your Graveyard, and Special Summon it in face-up Defense Position.
Karakuri Watchdog mdl 313 "Saizan"	STOR	KarakuriWatchdogmdl313Saizan	Machine/Tuner	Earth	4	600	1800			This card must attack if able. When this face-up card is selected as an attack target, change its Battle Position. When you take Battle Damage from a battle involving this card, all face-up "Karakuri" monsters you control gain 800 ATK and DEF until the End Phase. While this card is in face-up Attack Position, it cannot be destroyed by battle.
Legendary Six Samurai - Enishi	STOR	LegendarySixSamuraiEnishi1	Warrior/Effect	Light	4	1700	700			During either player's turn, if you control another face-up "Six Samurai" monster with a different name, you can remove from play 2 "Six Samurai" monsters from your Graveyard to select 1 face-up monster on the field, and return it to the hand. You can only use this effect once per turn. While you control 2 or more face-up "Six Samurai" monsters that are not "Legendary Six Samurai - Enishi", this card gains 500 ATK and DEF.
Legendary Six Samurai - Kageki	STOR	LegendarySixSamuraiKageki1	Warrior/Effect	Wind	3	200	2000			When this card is Normal Summoned, you can Special Summon 1 Level 4 or lower "Six Samurai" monster from your hand. While you control another face-up "Six Samurai" monster with a different name, this card gains 1500 ATK.
Legendary Six Samurai - Kizan	STOR	LegendarySixSamuraiKizan1	Warrior/Effect	Earth	4	1800	500			If you control a face-up "Six Samurai" monster other than "Legendary Six Samurai - Kizan", you can Special Summon this card from your hand. While you control 2 or more other face-up "Six Samurai" monsters, this card gains 300 ATK and DEF.
Legendary Six Samurai - Mizuho	STOR	LegendarySixSamuraiMizuho	Warrior/Effect	Fire	3	1600	1000			If you control a face-up "Legendary Six Samurai - Shinai", you can Special Summon this card from your hand. Once per turn, you can Tribute another "Six Samurai" monster to select and destroy 1 card on the field.
Legendary Six Samurai - Shi En	STOR	LegendarySixSamuraiShiEn1	Warrior/Synchro/Effect	Dark	5	2500	1400		A1/T1	1 Warrior-Type Tuner + 1 or more non-Tuner "Six Samurai" monsters. Once per turn, when your opponent activates a Spell/Trap Card, you can negate it's activation and destroy it. If this face-up card on the field would be destroyed, you can destroy another face-up "Six Samurai" monster you control instead.
Legendary Six Samurai - Shinai	STOR	LegendarySixSamuraiShinai	Warrior/Effect	Water	3	1500	1500			If you control a face-up "Legendary Six Samurai - Mizuho", you can Special Summon this card from your hand. If this card is Tributed, select 1 "Six Samurai" monster in your Graveyard, and add it to your hand, except "Legendary Six Samurai - Shinai".
Ljosalf of the Nordic Alfar	STOR	LjosalfoftheNordicAlfar	Spellcaster/Effect	Light	4	1400	1200			When this card is Normal Summoned, you can select 1 other face-up monster you control, except this card. Special Summon 1 "Nordic" monster from your hand with a Level less than or equal to the selected monster's Level.
Loki, Lord of the Aesir	STOR	LokiLordoftheAesir1	Spellcaster/Synchro/Effect	Dark	10	3300	3000			1 "Nordic Alfar" Tuner + 2 or more non-Tuner monsters. Once per turn, when your opponent activates a Spell/Trap Card during your Battle Phase, you can negate its activation and destroy it. During the End Phase, if this face-up card on the field was destroyed by your opponent's card (either by battle or by card effect) and sent to the Graveyard this turn, you can remove from play 1 "Nordic Alfar" Tuner monster from your Graveyard to Special Summon this card from the Graveyard. When this card is Special Summoned by this effect, you can select 1 Trap Card in your Graveyard, and add it to your hand.
Majioshaleon	STOR	Majioshaleon	Reptile/Effect	Water	5	2000	800			Your opponent cannot select this card as an attack target while they control any Spell/Trap cards. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent.
March Towards Ragnarok	STOR	MarchTowardsRagnarok	Quick-Play Spell							Select 1 face-up "Aesir" monster you control. Until the End Phase of this turn, it is unaffected by the effects of other Spell/Trap Cards, but its effect(s) are negated.
Maxx "C"	STOR	MaxxC	Insect/Effect	Earth	2	500	200			You can activate this effect during either player's turn, by sending this card from your hand to the Graveyard. This turn, each time your opponent Special Summons a monster(s), draw 1 card. You can only activate "Maxx "C"" once per turn.
Mimir of the Nordic Ascendant	STOR	MimiroftheNordicAscendant	Fairy/Effect	Dark	2	600	0			Once per turn, at the start of your Standby Phase, if you control a face-up "Nordic" monster, you can send 1 Spell Card from your hand to the Graveyard to Special Summon this card from your Graveyard.
Musakani Magatama	STOR	MusakaniMagatama	Counter Trap							Activate only if you control a face-up "Six Samurai" monster when your opponent activates a Spell Card, Trap Card or Effect Monster's effect that would destroy a card(s). Negate the card's activation and destroy it.
Needle Ball	STOR	NeedleBall	Fiend/Effect	Dark	2	750	700			FLIP: You can pay 2000 Life Points to inflict 1000 damage to your opponent.
Nordic Relic Brisingamen	STOR	NordicRelicBrisingamen	Normal Trap							Select 1 face-up monster you control and 1 face-up monster your opponent controls. The ATK of your monster becomes equal to the original ATK of your opponent's monster; this change lasts until the End Phase.
Nordic Relic Draupnir	STOR	NordicRelicDraupnir	Equip Spell							Equip only to a "Aesir" or "Nordic" monster. It gains 800 ATK. If this face-up card on the field is destroyed by a card effect, you can add 1 "Nordic Relic" card from your Deck to your hand.
Nordic Relic Gungnir	STOR	NordicRelicGungnir	Normal Trap							Remove from play 1 face-up "Aesir" or "Nordic" monster you control to select 1 card on the field. Destroy that card. During your 2nd End Phase after activation, the monster you removed to activate this card returns to the field in face-up Attack Position.
Nordic Relic Laevateinn	STOR	NordicRelicLaevateinn	Normal Trap							Select 1 face-up monster on the field that destroyed a monster by battle this turn. Destroy the selected monster. Cards and effects cannot be activated in response to this card.
Nordic Relic Megingjord	STOR	NordicRelicMegingjord	Normal Trap							Select 1 face-up "Aesir" or "Nordic" monster you control. Its ATK/DEF become double the original ATK/DEF, until the End Phase. That monster cannot attack your opponent directly this turn.
Odin, Father of the Aesir	STOR	OdinFatheroftheAesir1	Fairy/Synchro/Effect	Light	10	4000	3500			1 "Nordic Ascendant" Tuner + 2 or more non-Tuner monsters. Once per turn, during your Main Phase, you can activate this effect to have this card become unaffected by the effects of Spell/Trap Cards until the End Phase. During the End Phase, if this face-up card on the field was destroyed by your opponent's card (either by battle or by card effect) and sent to the Graveyard this turn, you can remove from play 1 "Nordic Ascendant" Tuner monster from your Graveyard to Special Summon this card from the Graveyard. When this card is Special Summoned by this effect, you can draw 1 card.
Odin's Eye	STOR	OdinsEye	Continuous Trap							Once per turn, during each player's Standby Phase, you can select 1 face-up "Aesir" monster you control. Negate its effect(s) until the End Phase, and look at all cards in your opponent's hand and all Set cards they control. Cards and effects cannot be activated in response to this effect's activation.
Overpowering Eye	STOR	OverpoweringEye	Normal Spell							Select 1 face-up Zombie-Type monster you control with 2000 or less ATK. It can attack your opponent directly this turn.
Resonator Engine	STOR	ResonatorEngine	Normal Spell							Select 2 "Resonator" monsters in your Graveyard. Add 1 Level 4 monster from your Deck to your hand and return the selected monsters in your Graveyard to the Deck.
Scrap Breaker	STOR	ScrapBreaker	Machine/Effect	Earth	6	2100	700			If your opponent controls a monster, you can Special Summon this card from your hand. When this card is Special Summoned this way, select 1 face-up "Scrap" monster you control, and destroy it.
Scrap Shark	STOR	ScrapShark	Fish/Effect	Earth	4	2100	0			When an Effect Monster's effect or a Spell/Trap Card is activated, destroy this face-up card on the field. If this card is destroyed by the effect of a "Scrap" card and sent to the Graveyard, you can send 1 "Scrap" monster from your Deck to the Graveyard.
Scrap Worm	STOR	ScrapWorm1	Insect/Tuner	Earth	2	500	100			This card can attack your opponent directly. If this card attacks, it is destroyed at the end of the Battle Phase. If this card is destroyed by the effect of a "Scrap" card and sent to the Graveyard, you can select 1 "Scrap" monster in your Graveyard, except "Scrap Worm", and add it to your hand.
Shien's Daredevil	STOR	ShiensDaredevil	Warrior/Effect	Earth	4	1600	1000			When this card is Normal Summoned, place 1 Bushido Counter on it (max. 1). This card gains 300 ATK while it has a Bushido Counter on it. Once per turn, you can remove 1 Bushido Counter from this card and select 1 face-up card on the field that you can place a Bushido Counter on, then place 1 Bushido Counter on it.
Shien's Scheme	STOR	ShiensScheme	Normal Trap							Activate only if a "Six Samurai" monster you control is destroyed by battle. Special Summon up to 2 "Six Samurai" monsters from your hand.
Shien's Smoke Signal	STOR	ShiensSmokeSignal	Normal Spell							Add 1 Level 3 or lower "Six Samurai" monster from your Deck to your hand.
Shien's Squire	STOR	ShiensSquire	Warrior/Tuner	Earth	1	300	700			If a "Six Samurai" monster you control battles, during damage calculation you can send this card from your hand to the Graveyard. That "Six Samurai" monster cannot be destroyed by battle this turn.
Six Strike - Thunder Blast	STOR	SixStrikeThunderBlast	Normal Trap							Remove 1 Bushido Counter from your side of the field to activate one of the following effects: Select 1 monster your opponent controls, and destroy it. OR Select 1 card your opponent controls, and return it to the hand.
Six Strike - Triple Impact	STOR	SixStrikeTripleImpact	Normal Spell							If you control 3 or more face-up "Six Samurai" monsters, you can activate 1 of these effects: Destroy all face-up monsters your opponent controls. OR Destroy all face-up Spell/Trap Cards your opponent controls. OR Destroy all Set Spell/Trap Cards your opponent controls.
Solemn Authority	STOR	SolemnAuthority	Continuous Trap							Select 1 face-up "Aesir" monster you control. While this card is on the field, that monster cannot be targeted by other card effects. Send this card to the Graveyard during your 2nd Standby Phase after activation.
Stardust Phantom	STOR	StardustPhantom1	Spellcaster/Effect	Light	1	0	0			When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to the Graveyard, you can select 1 "Stardust Dragon" in your Graveyard and Special Summon it in face-up Defense Position. You can remove from play this card in the Graveyard to select 1 face-up Dragon-Type Synchro Monster you control. Once per turn, that Synchro Monster cannot be destroyed by battle, but each time this effect is applied, it loses 800 ATK and DEF at the end of the Damage Step.
Stardust Shimmer	STOR	StardustShimmer	Normal Spell							Select 1 Dragon-Type Synchro Monster in your Graveyard. Remove from play other monsters in your Graveyard whose total Levels equal the Level of the selected monster and Special Summon it from the Graveyard.
Svartalf of the Nordic Alfar	STOR	SvartalfoftheNordicAlfar1	Spellcaster/Tuner	Dark	5	1400	1600			When this card is Normal Summoned, you can select 1 "Nordic" monster in your Graveyard, and add it to your hand.
Symphonic Warrior Basses	STOR	SymphonicWarriorBasses1	Machine/Tuner	Wind	1	600	400			Once per turn, you can select 1 face-up "Symphonic Warrior" monster on the field. Increase its Level by the number of cards in your hand; this increase lasts until the End Phase. You can remove from play this card from your Graveyard to select 1 face-up "Symphonic Warrior" monster you control, and increase its Level by the number of cards in your hand; this increase lasts until the End Phase.
Symphonic Warrior Drumss	STOR	SymphonicWarriorDrumss1	Machine/Tuner	Wind	2	700	700			Once per turn, you can declare 1 Attribute and select 1 face-up "Symphonic Warrior" monster on the field. That monster becomes that Attribute. You can declare 1 Attribute and remove from play this card from your Graveyard to select 1 face-up "Symphonic Warrior" monster you control, and make it that Attribute.
Symphonic Warrior Piaano	STOR	SymphonicWarriorPiaano1	Machine/Tuner	Wind	3	900	1300			Once per turn, you can declare 1 Monster Type and select 1 face-up "Symphonic Warrior" monster on the field. That monster becomes that Monster Type. You can declare 1 Monster Type and remove from play this card from your Graveyard to select 1 face-up "Symphonic Warrior" monster you control, and make it that Monster Type.
Tanngnjostr of the Nordic Beasts	STOR	TanngnjostroftheNordicBeasts1	Beast/Effect	Earth	3	800	1100			When a monster you control is destroyed by battle and sent to your Graveyard, you can Special Summon this card from your hand. Once per turn, when this Defense Position card on the field is changed to face-up Attack Position, you can Special Summon 1 "Nordic Beast" monster from your Deck in face-up Defense Position, except "Tanngnjostr of the Nordic Beasts".
Temple of the Six	STOR	TempleoftheSix	Field Spell							Each time a "Six Samurai" monster is Normal or Special Summoned, place 1 Bushido Counter on this card. Face-up monsters your opponent controls lose 100 ATK for each Bushido Counter on this card.
Terminal World	STOR	TerminalWorld	Continuous Spell							Activate only during Main Phase 1. While this card is on the field, both players skip their Main Phase 2.
The Nordic Lights	STOR	TheNordicLights	Field Spell							Nordic monsters on the field cannot be destroyed by battle. When this card on the field is destroyed, destroy all face-up "Nordic" monsters.
Thor, Lord of the Aesir	STOR	ThorLordoftheAesir1	Beast-Warrior/Synchro/Effect	Earth	10	3500	2800			1 "Nordic Beast" Tuner + 2 or more non-Tuner monsters. Once per turn, you can negate the effects of all face-up monsters your opponent controls, until the End Phase. During the End Phase, if this face-up card on the field was destroyed by your opponent's card (either by battle or by card effect) and sent to the Graveyard this turn, you can remove from play 1 "Nordic Beast" Tuner monster from your Graveyard to Special Summon this card from the Graveyard. When it is Special Summoned by this effect, inflict 800 damage to your opponent.
Token Stampede	STOR	TokenStampede	Continuous Trap							Tokens in Attack Position gain 1000 ATK and cannot be destroyed by battle.
Token Sundae	STOR	TokenSundae	Normal Spell							Destroy all Tokens you control, then destroy cards on the field up to the number of Tokens destroyed by this effect.
Top Runner	STOR	TopRunner	Machine/Tuner	Wind	4	1100	800			All face-up Synchro Monsters you control gain 600 ATK.
Tyr of the Nordic Champions	STOR	TyroftheNordicChampions1	Warrior/Effect	Light	4	2000	2000			Your opponent cannot select a "Nordic" monster as an attack target, except "Tyr of the Nordic Champions". If there is no other face-up "Nordic" monster on the field, destroy this card.
Tyrant's Tirade	STOR	TyrantsTirade	Continuous Trap							Tribute 2 monsters. Effects of Effect Monsters that activate in the hand or on the field cannot be activated.
Valkyrie of the Nordic Ascendant	STOR	ValkyrieoftheNordicAscendant1	Fairy/Tuner	Light	2	400	800			When this card is Normal Summoned, if your opponent controls a monster and you control no other cards, you can remove from play 2 "Nordic" monsters from your hand to Special Summon 2 "Einherjar Tokens" (Warrior-Type/EARTH/Level 4/ATK 1000/DEF 1000) in face-up Defense Position.
Vanadis of the Nordic Ascendant	STOR	VanadisoftheNordicAscendant	Fairy/Tuner	Dark	4	1200	400			You can substitute this card for any 1 "Nordic" Tuner monster for a Synchro Summon. If this card is used as a Synchro Material Monster, all other Synchro Material Monsters must be "Nordic" monsters. Once per turn, you can send 1 "Nordic" monster from your Deck to the Graveyard to change this card's Level to the Level of the monster sent to the Graveyard, until the End Phase.
Vortex the Whirlwind	STOR	VortextheWhirlwind1	Winged Beast/Synchro/Effect	Wind	5	2100	700			1 Tuner + 1 or more non-Tuner Winged Beast-Type monsters. When this card is destroyed by battle and sent to the Graveyard, you can Special Summon 1 Level 4 or lower Winged Beast-Type monster from your Deck.
Vylon Delta	STOR	VylonDelta	Fairy/Synchro/Effect	Light	7	1700	2800			1 Tuner + 1 or more non-Tuner LIGHT monsters. If this card is in face-up Defense Position during your End Phase, you can add 1 Equip Spell Card from your Deck to your hand.
Vylon Matter	STOR	VylonMatter	Normal Spell							Select 3 Equip Spell Cards in your Graveyard. Return those cards to your Deck, and apply one of these effects: Draw 1 card. OR Destroy 1 card your opponent controls.
Wattberyx	STOR	Wattberyx1	Thunder/Tuner	Light	3	300	0			When this card inflicts Battle Damage to your opponent by a direct attack,  discard 1 random card from your opponent's hand.
Watthydra	STOR	Watthydra	Thunder/Synchro/Effect	Light	7	1500	1500			1 "Watt" Tuner + 1 or more non-Tuner Thunder-Type monsters. This card can attack your opponent directly. When this card inflicts Battle Damage to your opponent by a direct attack, choose 1 card in your Deck and remove it from play. Add that card to your hand during your 2nd Standby Phase after activating this effect.
Wattkey	STOR	Wattkey	Normal Spell							Face-up "Watt" monsters you control can attack your opponent directly this turn.
Wattmole	STOR	Wattmole	Thunder/Effect	Light	3	0	100			This card can attack twice during each Battle Phase. If this card attacks a face-down Defense Position monster, you can destroy that monster immediately with this card's effect without flipping it face-up or applying damage calculation.
Worm Illidan	STOR	WormIllidan1	Reptile/Effect	Light	5	2000	1800			Each time a card is Set on your side of the field, place 1 Worm Counter on this card. You can remove 2 Worm Counters from this card to select 1 card your opponent controls, and destroy it.
Worm Jetelikpse	STOR	WormJetelikpse	Reptile/Effect	Light	3	1200	0			FLIP: When this card is destroyed and sent to the Graveyard this turn, Special Summon it in Defense Position.
Worm King	STOR	WormKing1	Reptile/Effect	Light	8	2700	1100			This card can be Tribute Summoned in face-up Attack Position by Tributing 1 Reptile-Type "Worm" monster. You can Tribute 1 Reptile-Type "Worm" monster to select 1 card your opponent controls, and destroy it.
Xing Zhen Hu Replica	STOR	XingZhenHuReplica	Continuous Trap							Select 1 Set Spell/Trap Card on the field. It cannot be activated. Cards and effects cannot be activated in response to this card's activation.
Zero Force	STOR	ZeroForce	Normal Trap							Activate only when a face-up monster you control is removed from play. The ATK of all face-up monsters on the field becomes 0.
Light and Darkness Dragon	STOR	LightandDarknessDragon1	Dragon/Effect	Light	8	2800	2400			This card cannot be Special Summoned. While this card is face-up on the field its Attribute is also treated as DARK. When a Spell or Trap Card is activated, or the effect of an Effect Monster is activated, that activation is negated and this card loses 500 ATK and DEF. When this card is destroyed and sent to the Graveyard, select 1 monster in your Graveyard. Then destroy all cards you control, and Special Summon that monster.
Akz, the Pumer	TSHD	AkzthePumer	Beast-Warrior/Effect	Earth	6	1500	1000			This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 2 Beast-Warrior-Type monsters in your Graveyard. Once per turn, you can discard 1 Beast-Warrior-Type monster from your hand to activate 1 of the following effects:  Double this card's ATK until the End Phase  OR This card can attack your opponent directly this turn.
Ally of Justice Core Destroyer	TSHD	AllyofJusticeCoreDestroyer	Machine/Effect	Dark	3	1200	200			If this card attacks or is attacked by a LIGHT monster, destroy that monster at the start of the Damage Step (without damage calculation).
Ally of Justice Light Gazer	TSHD	AllyofJusticeLightGazer	Machine/Synchro/Effect	Dark	8	2400	1600			This card gains 200 ATK for each LIGHT monster in your opponent's Graveyard.
Archfiend Interceptor	TSHD	ArchfiendInterceptor	Fiend/Effect	Dark	4	1400	1600			While you control this face-up Attack Position card, when an opponent's monster declares an attack, inflict 500 damage to your opponent.
Assault Spirits	TSHD	AssaultSpirits	Normal Trap							After activation, this card becomes an Equip Card and is equipped to 1 monster you control. Once per turn, if the equipped monster attacks, during the Damage Step you can send 1 monster with 1000 or less ATK from your hand to the Graveyard to increase the equipped monster's ATK by the sent monster's ATK until the End Phase.
Batteryman AAA	TSHD	BatterymanAAA	Thunder/Effect	Light	4	0	0			When this card is Normal Summoned or flipped face-up, you can Special Summon 1 "Batteryman AAA" from your hand or Graveyard.
Batteryman Fuel Cell	TSHD	BatterymanFuelCell	Thunder/Effect	Light	6	2100	0			If you control 2 or more face-up "Batteryman" monsters, you can Special Summon this card from your hand. Once per turn, you can Tribute 1 other "Batteryman" monster to return 1 card your opponent controls to the owner's hand.
Biofalcon	TSHD	Biofalcon	Machine/Effect	Light	4	1700	1200			When a Machine-Type monster you control is destroyed by battle and sent to the Graveyard while this card is face-up on the field, you can add 1 Machine-Type monster with 1000 or less ATK from your Deck to your hand.
Bird of Roses	TSHD	BirdofRoses	Plant/Effect	Wind	4	1800	1500			When this face-up Attack Position card is attacked, and it is destroyed as a result of battle and sent to the Graveyard, you can Special Summon 2 Plant-Type Tuner monsters from your Deck in face-up Defense Position.
Black Thunder	TSHD	BlackThunder	Normal Trap							Activate when a "Blackwing" monster you control is destroyed by battle and sent to the Graveyard. Inflict 400 points of damage to your opponent for each card they control.
Blackwing - Backlash	TSHD	BlackwingBacklash	Normal Trap							Activate only when your opponent declares a direct attack while there are 5 or more "Blackwing" monsters in your Graveyard. Destroy all monsters your opponent controls.
Blackwing - Bombardment	TSHD	BlackwingBombardment	Normal Trap							Tribute 1 "Blackwing" monster to select 1 face-up Synchro Monster you control. That Synchro Monster gains ATK equal to the Tributed monster's ATK, until the End Phase.
Blackwing - Breeze the Zephyr	TSHD	BlackwingBreezetheZephyr	Winged Beast/Tuner	Dark	3	1100	300			If this card is added from the Deck to your hand by a Spell, Trap, or Effect Monster's effect, you can Special Summon this card. This card cannot be used to Synchro Summon a Synchro Monster except a "Blackwing" monster.
Blackwing - Ghibli the Searing Wind	TSHD	BlackwingGhiblitheSearingWind	Winged Beast/Effect	Dark	3	0	1600			When your opponent declares a Direct attack, you can Special Summon this card from your hand. Once per turn, you can switch this card's original ATK and DEF until the End Phase.
